function,year,amount,sheet
"252 Space flight, research, and supporting activities",1964,4131.0,hist03z2
270 Energy:,1964,0.0,hist03z2
271 Energy supply,1964,485.0,hist03z2
272 Energy conservation,1964,0.0,hist03z2
274 Emergency energy preparedness,1964,0.0,hist03z2
"276 Energy information, policy, and regulation",1964,87.0,hist03z2
300 Natural Resources and Environment:,1964,0.0,hist03z2
301 Water resources,1964,1461.0,hist03z2
302 Conservation and land management,1964,364.0,hist03z2
303 Recreational resources,1964,167.0,hist03z2
304 Pollution control and abatement,1964,117.0,hist03z2
306 Other natural resources,1964,255.0,hist03z2
350 Agriculture:,1964,0.0,hist03z2
351 Farm income stabilization,1964,4241.0,hist03z2
352 Agricultural research and services,1964,368.0,hist03z2
370 Commerce and Housing Credit:,1964,0.0,hist03z2
371 Mortgage credit,1964,-54.0,hist03z2
372 Postal service,1964,578.0,hist03z2
373 Deposit insurance,1964,-436.0,hist03z2
376 Other advancement of commerce,1964,331.0,hist03z2
400 Transportation:,1964,0.0,hist03z2
401 Ground transportation,1964,3715.0,hist03z2
402 Air transportation,1964,882.0,hist03z2
403 Water transportation,1964,646.0,hist03z2
407 Other transportation,1964,0.0,hist03z2
450 Community and Regional Development:,1964,0.0,hist03z2
451 Community development,1964,316.0,hist03z2
452 Area and regional development,1964,592.0,hist03z2
453 Disaster relief and insurance,1964,25.0,hist03z2
"500 Education, Training, Employment, and Social Services:",1964,0.0,hist03z2
"501 Elementary, secondary, and vocational education",1964,579.0,hist03z2
502 Higher education,1964,382.0,hist03z2
503 Research and general education aids,1964,62.0,hist03z2
504 Training and employment,1964,291.0,hist03z2
505 Other labor services,1964,72.0,hist03z2
506 Social services,1964,169.0,hist03z2
550 Health:,1964,0.0,hist03z2
551 Health care services,1964,740.0,hist03z2
552 Health research and training,1964,925.0,hist03z2
554 Consumer and occupational health and safety,1964,123.0,hist03z2
570 Medicare:,1964,0.0,hist03z2
571 Medicare,1964,0.0,hist03z2
600 Income Security:,1964,0.0,hist03z2
601 General retirement and disability insurance (excluding social security),1964,682.0,hist03z2
602 Federal employee retirement and disability,1964,2546.0,hist03z2
603 Unemployment compensation,1964,3178.0,hist03z2
604 Housing assistance,1964,150.0,hist03z2
605 Food and nutrition assistance,1964,308.0,hist03z2
609 Other income security,1964,2785.0,hist03z2
650 Social Security:,1964,0.0,hist03z2
651 Social security,1964,16620.0,hist03z2
700 Veterans Benefits and Services:,1964,0.0,hist03z2
701 Income security for veterans,1964,4155.0,hist03z2
"702 Veterans education, training, and rehabilitation",1964,71.0,hist03z2
703 Hospital and medical care for veterans,1964,1229.0,hist03z2
704 Veterans housing,1964,49.0,hist03z2
705 Other veterans benefits and services,1964,179.0,hist03z2
750 Administration of Justice:,1964,0.0,hist03z2
751 Federal law enforcement activities,1964,306.0,hist03z2
752 Federal litigative and judicial activities,1964,131.0,hist03z2
753 Federal correctional activities,1964,53.0,hist03z2
754 Criminal justice assistance,1964,0.0,hist03z2
800 General Government:,1964,0.0,hist03z2
801 Legislative functions,1964,174.0,hist03z2
802 Executive direction and management,1964,15.0,hist03z2
803 Central fiscal operations,1964,607.0,hist03z2
804 General property and records management,1964,532.0,hist03z2
805 Central personnel management,1964,23.0,hist03z2
806 General purpose fiscal assistance,1964,241.0,hist03z2
808 Other general government,1964,150.0,hist03z2
809 Deductions for offsetting receipts,1964,-224.0,hist03z2
900 Net Interest:,1964,0.0,hist03z2
901 Interest on Treasury debt securities (gross),1964,10666.0,hist03z2
902 Interest received by on-budget trust funds,1964,-1006.0,hist03z2
903 Interest received by off-budget trust funds,1964,-607.0,hist03z2
908 Other interest,1964,-855.0,hist03z2
909 Other investment income,1964,0.0,hist03z2
950 Undistributed Offsetting Receipts:,1964,0.0,hist03z2
"951 Employer share, employee retirement (on-budget)",1964,-5413.0,hist03z2
"952 Employer share, employee retirement (off-budget)",1964,-279.0,hist03z2
953 Rents and royalties on the Outer Continental Shelf,1964,-16.0,hist03z2
954 Sale of major assets,1964,0.0,hist03z2
959 Other undistributed offsetting receipts,1964,0.0,hist03z2
050 National Defense:,1965,0.0,hist03z2
051 Department of Defense-Military:,1965,0.0,hist03z2
Military Personnel,1965,17913.0,hist03z2
Operation and Maintenance,1965,12349.0,hist03z2
Procurement,1965,11839.0,hist03z2
"Research, Development, Test, and Evaluation",1965,6236.0,hist03z2
Military Construction,1965,1007.0,hist03z2
Family Housing,1965,563.0,hist03z2
Other,1965,-1127.0,hist03z2
"051 Subtotal, Department of Defense-Military",1965,48780.0,hist03z2
053 Atomic energy defense activities,1965,1620.0,hist03z2
054 Defense-related activities,1965,220.0,hist03z2
150 International Affairs:,1965,0.0,hist03z2
151 International development and humanitarian assistance,1965,3357.0,hist03z2
152 International security assistance,1965,1599.0,hist03z2
153 Conduct of foreign affairs,1965,336.0,hist03z2
154 Foreign information and exchange activities,1965,224.0,hist03z2
155 International financial programs,1965,-242.0,hist03z2
"250 General Science, Space, and Technology:",1965,0.0,hist03z2
251 General science and basic research,1965,789.0,hist03z2
"252 Space flight, research, and supporting activities",1965,5034.0,hist03z2
270 Energy:,1965,0.0,hist03z2
271 Energy supply,1965,602.0,hist03z2
272 Energy conservation,1965,0.0,hist03z2
274 Emergency energy preparedness,1965,0.0,hist03z2
"276 Energy information, policy, and regulation",1965,97.0,hist03z2
300 Natural Resources and Environment:,1965,0.0,hist03z2
301 Water resources,1965,1546.0,hist03z2
302 Conservation and land management,1965,384.0,hist03z2
303 Recreational resources,1965,175.0,hist03z2
304 Pollution control and abatement,1965,134.0,hist03z2
306 Other natural resources,1965,292.0,hist03z2
350 Agriculture:,1965,0.0,hist03z2
351 Farm income stabilization,1965,3551.0,hist03z2
352 Agricultural research and services,1965,404.0,hist03z2
370 Commerce and Housing Credit:,1965,0.0,hist03z2
371 Mortgage credit,1965,277.0,hist03z2
372 Postal service,1965,805.0,hist03z2
373 Deposit insurance,1965,-389.0,hist03z2
376 Other advancement of commerce,1965,465.0,hist03z2
400 Transportation:,1965,0.0,hist03z2
401 Ground transportation,1965,4105.0,hist03z2
402 Air transportation,1965,941.0,hist03z2
403 Water transportation,1965,717.0,hist03z2
407 Other transportation,1965,0.0,hist03z2
450 Community and Regional Development:,1965,0.0,hist03z2
451 Community development,1965,413.0,hist03z2
452 Area and regional development,1965,648.0,hist03z2
453 Disaster relief and insurance,1965,53.0,hist03z2
"500 Education, Training, Employment, and Social Services:",1965,0.0,hist03z2
"501 Elementary, secondary, and vocational education",1965,719.0,hist03z2
502 Higher education,1965,413.0,hist03z2
503 Research and general education aids,1965,92.0,hist03z2
504 Training and employment,1965,528.0,hist03z2
505 Other labor services,1965,97.0,hist03z2
506 Social services,1965,291.0,hist03z2
550 Health:,1965,0.0,hist03z2
551 Health care services,1965,881.0,hist03z2
552 Health research and training,1965,780.0,hist03z2
554 Consumer and occupational health and safety,1965,130.0,hist03z2
570 Medicare:,1965,0.0,hist03z2
571 Medicare,1965,0.0,hist03z2
600 Income Security:,1965,0.0,hist03z2
601 General retirement and disability insurance (excluding social security),1965,668.0,hist03z2
602 Federal employee retirement and disability,1965,2858.0,hist03z2
603 Unemployment compensation,1965,2577.0,hist03z2
604 Housing assistance,1965,231.0,hist03z2
605 Food and nutrition assistance,1965,299.0,hist03z2
609 Other income security,1965,2828.0,hist03z2
650 Social Security:,1965,0.0,hist03z2
651 Social security,1965,17460.0,hist03z2
700 Veterans Benefits and Services:,1965,0.0,hist03z2
701 Income security for veterans,1965,4223.0,hist03z2
"702 Veterans education, training, and rehabilitation",1965,52.0,hist03z2
703 Hospital and medical care for veterans,1965,1269.0,hist03z2
704 Veterans housing,1965,5.0,hist03z2
705 Other veterans benefits and services,1965,173.0,hist03z2
750 Administration of Justice:,1965,0.0,hist03z2
751 Federal law enforcement activities,1965,333.0,hist03z2
752 Federal litigative and judicial activities,1965,146.0,hist03z2
753 Federal correctional activities,1965,57.0,hist03z2
754 Criminal justice assistance,1965,0.0,hist03z2
800 General Government:,1965,0.0,hist03z2
801 Legislative functions,1965,189.0,hist03z2
802 Executive direction and management,1965,17.0,hist03z2
803 Central fiscal operations,1965,636.0,hist03z2
804 General property and records management,1965,624.0,hist03z2
805 Central personnel management,1965,23.0,hist03z2
806 General purpose fiscal assistance,1965,238.0,hist03z2
808 Other general government,1965,39.0,hist03z2
809 Deductions for offsetting receipts,1965,-266.0,hist03z2
900 Net Interest:,1965,0.0,hist03z2
901 Interest on Treasury debt securities (gross),1965,11346.0,hist03z2
902 Interest received by on-budget trust funds,1965,-1121.0,hist03z2
903 Interest received by off-budget trust funds,1965,-648.0,hist03z2
908 Other interest,1965,-986.0,hist03z2
909 Other investment income,1965,0.0,hist03z2
950 Undistributed Offsetting Receipts:,1965,0.0,hist03z2
"951 Employer share, employee retirement (on-budget)",1965,-5572.0,hist03z2
"952 Employer share, employee retirement (off-budget)",1965,-282.0,hist03z2
953 Rents and royalties on the Outer Continental Shelf,1965,-53.0,hist03z2
954 Sale of major assets,1965,0.0,hist03z2
959 Other undistributed offsetting receipts,1965,0.0,hist03z2
050 National Defense:,1966,0.0,hist03z2
051 Department of Defense-Military:,1966,0.0,hist03z2
Military Personnel,1966,20009.0,hist03z2
Operation and Maintenance,1966,14710.0,hist03z2
Procurement,1966,14339.0,hist03z2
"Research, Development, Test, and Evaluation",1966,6259.0,hist03z2
Military Construction,1966,1334.0,hist03z2
Family Housing,1966,569.0,hist03z2
Other,1966,-590.0,hist03z2
"051 Subtotal, Department of Defense-Military",1966,56629.0,hist03z2
053 Atomic energy defense activities,1966,1466.0,hist03z2
054 Defense-related activities,1966,16.0,hist03z2
150 International Affairs:,1966,0.0,hist03z2
151 International development and humanitarian assistance,1966,3478.0,hist03z2
152 International security assistance,1966,1590.0,hist03z2
153 Conduct of foreign affairs,1966,354.0,hist03z2
154 Foreign information and exchange activities,1966,228.0,hist03z2
155 International financial programs,1966,-69.0,hist03z2
"250 General Science, Space, and Technology:",1966,0.0,hist03z2
251 General science and basic research,1966,858.0,hist03z2
"252 Space flight, research, and supporting activities",1966,5858.0,hist03z2
270 Energy:,1966,0.0,hist03z2
271 Energy supply,1966,510.0,hist03z2
272 Energy conservation,1966,0.0,hist03z2
274 Emergency energy preparedness,1966,0.0,hist03z2
"276 Energy information, policy, and regulation",1966,101.0,hist03z2
300 Natural Resources and Environment:,1966,0.0,hist03z2
301 Water resources,1966,1704.0,hist03z2
302 Conservation and land management,1966,351.0,hist03z2
303 Recreational resources,1966,189.0,hist03z2
304 Pollution control and abatement,1966,158.0,hist03z2
306 Other natural resources,1966,317.0,hist03z2
350 Agriculture:,1966,0.0,hist03z2
351 Farm income stabilization,1966,2004.0,hist03z2
352 Agricultural research and services,1966,444.0,hist03z2
370 Commerce and Housing Credit:,1966,0.0,hist03z2
371 Mortgage credit,1966,2494.0,hist03z2
372 Postal service,1966,888.0,hist03z2
373 Deposit insurance,1966,-486.0,hist03z2
376 Other advancement of commerce,1966,348.0,hist03z2
400 Transportation:,1966,0.0,hist03z2
401 Ground transportation,1966,4072.0,hist03z2
402 Air transportation,1966,961.0,hist03z2
403 Water transportation,1966,695.0,hist03z2
407 Other transportation,1966,3.0,hist03z2
450 Community and Regional Development:,1966,0.0,hist03z2
451 Community development,1966,423.0,hist03z2
452 Area and regional development,1966,448.0,hist03z2
453 Disaster relief and insurance,1966,234.0,hist03z2
"500 Education, Training, Employment, and Social Services:",1966,0.0,hist03z2
"501 Elementary, secondary, and vocational education",1966,1627.0,hist03z2
502 Higher education,1966,706.0,hist03z2
503 Research and general education aids,1966,122.0,hist03z2
504 Training and employment,1966,983.0,hist03z2
505 Other labor services,1966,101.0,hist03z2
506 Social services,1966,823.0,hist03z2
550 Health:,1966,0.0,hist03z2
551 Health care services,1966,1486.0,hist03z2
552 Health research and training,1966,918.0,hist03z2
554 Consumer and occupational health and safety,1966,138.0,hist03z2
570 Medicare:,1966,0.0,hist03z2
571 Medicare,1966,64.0,hist03z2
600 Income Security:,1966,0.0,hist03z2
601 General retirement and disability insurance (excluding social security),1966,736.0,hist03z2
602 Federal employee retirement and disability,1966,3319.0,hist03z2
603 Unemployment compensation,1966,2215.0,hist03z2
604 Housing assistance,1966,238.0,hist03z2
605 Food and nutrition assistance,1966,363.0,hist03z2
609 Other income security,1966,2799.0,hist03z2
650 Social Security:,1966,0.0,hist03z2
651 Social security,1966,20694.0,hist03z2
700 Veterans Benefits and Services:,1966,0.0,hist03z2
701 Income security for veterans,1966,4192.0,hist03z2
"702 Veterans education, training, and rehabilitation",1966,51.0,hist03z2
703 Hospital and medical care for veterans,1966,1318.0,hist03z2
704 Veterans housing,1966,173.0,hist03z2
705 Other veterans benefits and services,1966,188.0,hist03z2
750 Administration of Justice:,1966,0.0,hist03z2
751 Federal law enforcement activities,1966,355.0,hist03z2
752 Federal litigative and judicial activities,1966,153.0,hist03z2
753 Federal correctional activities,1966,55.0,hist03z2
754 Criminal justice assistance,1966,1.0,hist03z2
800 General Government:,1966,0.0,hist03z2
801 Legislative functions,1966,208.0,hist03z2
802 Executive direction and management,1966,17.0,hist03z2
803 Central fiscal operations,1966,671.0,hist03z2
804 General property and records management,1966,575.0,hist03z2
805 Central personnel management,1966,25.0,hist03z2
806 General purpose fiscal assistance,1966,268.0,hist03z2
808 Other general government,1966,79.0,hist03z2
809 Deductions for offsetting receipts,1966,-241.0,hist03z2
900 Net Interest:,1966,0.0,hist03z2
901 Interest on Treasury debt securities (gross),1966,12014.0,hist03z2
902 Interest received by on-budget trust funds,1966,-1259.0,hist03z2
903 Interest received by off-budget trust funds,1966,-642.0,hist03z2
908 Other interest,1966,-727.0,hist03z2
909 Other investment income,1966,0.0,hist03z2
950 Undistributed Offsetting Receipts:,1966,0.0,hist03z2
"951 Employer share, employee retirement (on-budget)",1966,-5957.0,hist03z2
"952 Employer share, employee retirement (off-budget)",1966,-337.0,hist03z2
953 Rents and royalties on the Outer Continental Shelf,1966,-248.0,hist03z2
954 Sale of major assets,1966,0.0,hist03z2
959 Other undistributed offsetting receipts,1966,0.0,hist03z2
050 National Defense:,1967,0.0,hist03z2
051 Department of Defense-Military:,1967,0.0,hist03z2
Military Personnel,1967,22952.0,hist03z2
Operation and Maintenance,1967,19000.0,hist03z2
Procurement,1967,19012.0,hist03z2
"Research, Development, Test, and Evaluation",1967,7160.0,hist03z2
Military Construction,1967,1536.0,hist03z2
Family Housing,1967,485.0,hist03z2
Other,1967,-76.0,hist03z2
"051 Subtotal, Department of Defense-Military",1967,70069.0,hist03z2
053 Atomic energy defense activities,1967,1277.0,hist03z2
054 Defense-related activities,1967,71.0,hist03z2
150 International Affairs:,1967,0.0,hist03z2
151 International development and humanitarian assistance,1967,3085.0,hist03z2
152 International security assistance,1967,1530.0,hist03z2
153 Conduct of foreign affairs,1967,369.0,hist03z2
154 Foreign information and exchange activities,1967,245.0,hist03z2
155 International financial programs,1967,338.0,hist03z2
"250 General Science, Space, and Technology:",1967,0.0,hist03z2
251 General science and basic research,1967,897.0,hist03z2
"252 Space flight, research, and supporting activities",1967,5336.0,hist03z2
270 Energy:,1967,0.0,hist03z2
271 Energy supply,1967,673.0,hist03z2
272 Energy conservation,1967,0.0,hist03z2
274 Emergency energy preparedness,1967,0.0,hist03z2
"276 Energy information, policy, and regulation",1967,109.0,hist03z2
300 Natural Resources and Environment:,1967,0.0,hist03z2
301 Water resources,1967,1685.0,hist03z2
302 Conservation and land management,1967,417.0,hist03z2
303 Recreational resources,1967,222.0,hist03z2
304 Pollution control and abatement,1967,190.0,hist03z2
306 Other natural resources,1967,354.0,hist03z2
350 Agriculture:,1967,0.0,hist03z2
351 Farm income stabilization,1967,2515.0,hist03z2
352 Agricultural research and services,1967,475.0,hist03z2
370 Commerce and Housing Credit:,1967,0.0,hist03z2
371 Mortgage credit,1967,2846.0,hist03z2
372 Postal service,1967,1141.0,hist03z2
373 Deposit insurance,1967,-401.0,hist03z2
376 Other advancement of commerce,1967,394.0,hist03z2
400 Transportation:,1967,0.0,hist03z2
401 Ground transportation,1967,4139.0,hist03z2
402 Air transportation,1967,1042.0,hist03z2
403 Water transportation,1967,749.0,hist03z2
407 Other transportation,1967,6.0,hist03z2
450 Community and Regional Development:,1967,0.0,hist03z2
451 Community development,1967,580.0,hist03z2
452 Area and regional development,1967,450.0,hist03z2
453 Disaster relief and insurance,1967,78.0,hist03z2
"500 Education, Training, Employment, and Social Services:",1967,0.0,hist03z2
"501 Elementary, secondary, and vocational education",1967,2310.0,hist03z2
502 Higher education,1967,1161.0,hist03z2
503 Research and general education aids,1967,156.0,hist03z2
504 Training and employment,1967,1233.0,hist03z2
505 Other labor services,1967,107.0,hist03z2
506 Social services,1967,1486.0,hist03z2
550 Health:,1967,0.0,hist03z2
551 Health care services,1967,2004.0,hist03z2
552 Health research and training,1967,1184.0,hist03z2
